Time,Object,Event
132.49687743467499,Rotterdam,Rotterdam has 64 batteries left.
135.48433714188616,ship.12,loaded 97 containers as cargo in Rotterdam
135.59288191350672,ship.2,loaded 65 containers as cargo in Rotterdam
135.83433714188615,ship.12,Ship has loaded 7 batteries from Rotterdam
135.83433714188615,Rotterdam,Rotterdam has 67 batteries left.
136.32103474641352,ship.4,loaded 64 containers as cargo in Rotterdam
136.34288191350672,ship.2,Ship has loaded 15 batteries from Rotterdam
136.34288191350672,Rotterdam,Rotterdam has 52 batteries left.
136.47103474641352,ship.4,Ship has loaded 3 batteries from Rotterdam
136.47103474641352,Rotterdam,Rotterdam has 49 batteries left.
137.71666666666667,ship.0,loaded 87 containers as cargo in Antwerp
137.96666666666667,ship.0,Ship has loaded 5 batteries from Antwerp
137.96666666666667,Antwerp,Antwerp has 111 batteries left.
144.38091641945402,ship.3,loaded 78 containers as cargo in Delfzijl
144.7112138330137,ship.11,loaded 60 containers as cargo in Rotterdam
144.85394569757878,ship.13,loaded 51 containers as cargo in Sittard
144.88091641945402,ship.3,Ship has loaded 10 batteries from Delfzijl
144.88091641945402,Delfzijl,Delfzijl has 97 batteries left.
144.9612138330137,ship.11,Ship has loaded 5 batteries from Rotterdam
144.9612138330137,Rotterdam,Rotterdam has 51 batteries left.
145.75394569757879,ship.13,Ship has loaded 18 batteries from Sittard
145.75394569757879,Sittard,Sittard has 78 batteries left.
147.0627727260646,ship.7,loaded 73 containers as cargo in Antwerp
147.2127727260646,ship.7,Ship has loaded 3 batteries from Antwerp
147.2127727260646,Antwerp,Antwerp has 115 batteries left.
148.30466300178088,ship.1,loaded 83 containers as cargo in Antwerp
148.6046630017809,ship.1,Ship has loaded 6 batteries from Antwerp
148.6046630017809,Antwerp,Antwerp has 109 batteries left.
150.25436807974685,ship.4,loaded 62 containers as cargo in Antwerp
151.20436807974684,ship.4,Ship has loaded 19 batteries from Antwerp
151.20436807974684,Antwerp,Antwerp has 90 batteries left.
155.24781761741886,ship.14,loaded 93 containers as cargo in Vlissingen
155.34781761741885,ship.14,Ship has loaded 2 batteries from Vlissingen
155.34781761741885,Vlissingen,Vlissingen has 94 batteries left.
156.4135441013416,ship.5,loaded 79 containers as cargo in Duisburg
156.9135441013416,ship.5,Ship has loaded 10 batteries from Duisburg
156.9135441013416,Duisburg,Duisburg has 92 batteries left.
158.41666666666666,ship.0,loaded 69 containers as cargo in Velsen
158.46666666666667,ship.0,Ship has loaded 1 batteries from Velsen
158.46666666666667,Velsen,Velsen has 104 batteries left.
160.0010038085528,ship.12,loaded 66 containers as cargo in Duisburg
160.3510038085528,ship.12,Ship has loaded 7 batteries from Duisburg
160.3510038085528,Duisburg,Duisburg has 85 batteries left.
161.40750883810054,ship.15,loaded 96 containers as cargo in Rotterdam
161.60750883810053,ship.15,Ship has loaded 4 batteries from Rotterdam
161.60750883810053,Rotterdam,Rotterdam has 50 batteries left.
162.24610605939796,ship.7,loaded 78 containers as cargo in Rotterdam
163.04610605939797,ship.7,Ship has loaded 16 batteries from Rotterdam
163.04610605939797,Rotterdam,Rotterdam has 34 batteries left.
165.913819647562,ship.6,loaded 91 containers as cargo in Duisburg
166.263819647562,ship.6,Ship has loaded 7 batteries from Duisburg
166.263819647562,Duisburg,Duisburg has 91 batteries left.
167.4208758637954,ship.16,loaded 73 containers as cargo in Antwerp
167.5208758637954,ship.16,Ship has loaded 2 batteries from Antwerp
167.5208758637954,Antwerp,Antwerp has 93 batteries left.
168.56448428408552,ship.14,loaded 76 containers as cargo in Antwerp
168.71448428408553,ship.14,Ship has loaded 3 batteries from Antwerp
168.71448428408553,Antwerp,Antwerp has 90 batteries left.
169.83799633511424,ship.1,loaded 53 containers as cargo in Amsterdam
170.08799633511424,ship.1,Ship has loaded 5 batteries from Amsterdam
170.08799633511424,Amsterdam,Amsterdam has 95 batteries left.
175.06065327331547,ship.17,loaded 87 containers as cargo in Rotterdam
175.21065327331547,ship.17,Ship has loaded 3 batteries from Rotterdam
175.21065327331547,Rotterdam,Rotterdam has 31 batteries left.
180.0012213144754,ship.10,loaded 81 containers as cargo in Amsterdam
180.1512213144754,ship.10,Ship has loaded 3 batteries from Amsterdam
180.1512213144754,Amsterdam,Amsterdam has 97 batteries left.
180.18754253046208,ship.16,loaded 81 containers as cargo in Dordrecht
180.3375425304621,ship.16,Ship has loaded 3 batteries from Dordrecht
180.3375425304621,Dordrecht,Dordrecht has 99 batteries left.
183.59288191350672,ship.2,loaded 85 containers as cargo in Ludwigshafen
183.97238636139724,ship.9,loaded 97 containers as cargo in Amsterdam
184.27238636139725,ship.9,Ship has loaded 6 batteries from Amsterdam
184.27238636139725,Amsterdam,Amsterdam has 91 batteries left.
184.34288191350672,ship.2,Ship has loaded 15 batteries from Ludwigshafen
184.34288191350672,Ludwigshafen,Ludwigshafen has 100 batteries left.
187.76002566095352,ship.18,loaded 71 containers as cargo in Rotterdam
187.91002566095352,ship.18,Ship has loaded 3 batteries from Rotterdam
187.91002566095352,Rotterdam,Rotterdam has 28 batteries left.
188.83799633511424,ship.1,loaded 65 containers as cargo in Vlissingen
188.93799633511424,ship.1,Ship has loaded 2 batteries from Vlissingen
188.93799633511424,Vlissingen,Vlissingen has 97 batteries left.
189.94398660664882,ship.17,loaded 58 containers as cargo in Antwerp
190.59398660664883,ship.17,Ship has loaded 13 batteries from Antwerp
190.59398660664883,Antwerp,Antwerp has 80 batteries left.
190.72601270284684,ship.0,loaded 79 containers as cargo in Amsterdam
190.82601270284684,ship.0,Ship has loaded 2 batteries from Amsterdam
190.82601270284684,Amsterdam,Amsterdam has 94 batteries left.
194.13455464780876,ship.10,loaded 89 containers as cargo in Dordrecht
194.23455464780875,ship.10,Ship has loaded 2 batteries from Dordrecht
194.23455464780875,Dordrecht,Dordrecht has 100 batteries left.
199.80466300178088,ship.1,loaded 57 containers as cargo in Antwerp
200.65466300178088,ship.1,Ship has loaded 17 batteries from Antwerp
200.65466300178088,Antwerp,Antwerp has 65 batteries left.
200.74093596566038,ship.19,loaded 87 containers as cargo in Rotterdam
200.8909359656604,ship.19,Ship has loaded 3 batteries from Rotterdam
200.8909359656604,Rotterdam,Rotterdam has 25 batteries left.
200.8909359656604,Rotterdam,"Warning activated in Rotterdam, only 25 batteries left!"
204.3522852700486,ship.3,loaded 87 containers as cargo in Cologne
204.50228527004862,ship.3,Ship has loaded 3 batteries from Cologne
204.50228527004862,Cologne,Cologne has 97 batteries left.
206.30169280310375,ship.11,loaded 92 containers as cargo in Sittard
206.60169280310376,ship.11,Ship has loaded 6 batteries from Sittard
206.60169280310376,Sittard,Sittard has 77 batteries left.
207.30571969473058,ship.9,loaded 75 containers as cargo in Antwerp
207.7512213144754,ship.10,loaded 82 containers as cargo in Antwerp
207.80571969473058,ship.9,Ship has loaded 10 batteries from Antwerp
207.80571969473058,Antwerp,Antwerp has 63 batteries left.
208.2512213144754,ship.10,Ship has loaded 10 batteries from Antwerp
208.2512213144754,Antwerp,Antwerp has 53 batteries left.
211.22943939273134,ship.7,loaded 83 containers as cargo in Paris
211.87943939273134,ship.7,Ship has loaded 13 batteries from Paris
211.87943939273134,Paris,Paris has 103 batteries left.
215.72426929899373,ship.19,loaded 60 containers as cargo in Antwerp
215.76985505817382,ship.16,loaded 83 containers as cargo in Amsterdam
215.92484278533402,ship.20,loaded 99 containers as cargo in Rotterdam
216.124842785334,ship.20,Ship has loaded 4 batteries from Rotterdam
216.124842785334,Rotterdam,Rotterdam has 21 batteries left.
216.51985505817382,ship.16,Ship has loaded 15 batteries from Amsterdam
216.51985505817382,Amsterdam,Amsterdam has 82 batteries left.
216.67426929899372,ship.19,Ship has loaded 19 batteries from Antwerp
216.67426929899372,Antwerp,Antwerp has 37 batteries left.
218.05228527004863,ship.3,loaded 65 containers as cargo in Duisburg
218.35228527004864,ship.3,Ship has loaded 6 batteries from Duisburg
218.35228527004864,Duisburg,Duisburg has 88 batteries left.
220.3431571690173,ship.5,loaded 81 containers as cargo in Louviere
221.64315716901731,ship.5,Ship has loaded 26 batteries from Louviere
221.64315716901731,Louviere,Louviere has 84 batteries left.
222.31620507876798,ship.13,loaded 69 containers as cargo in Karlsruhe
223.0035696539208,ship.21,loaded 71 containers as cargo in Rotterdam
223.26620507876797,ship.13,Ship has loaded 19 batteries from Karlsruhe
223.26620507876797,Karlsruhe,Karlsruhe has 93 batteries left.
223.3535696539208,ship.21,Ship has loaded 7 batteries from Rotterdam
223.3535696539208,Rotterdam,Rotterdam has 14 batteries left.
227.17475778289514,ship.12,loaded 53 containers as cargo in Rotterdam
227.22475778289515,ship.12,Ship has loaded 1 batteries from Rotterdam
227.22475778289515,Rotterdam,Rotterdam has 23 batteries left.
228.77731993998216,ship.17,loaded 58 containers as cargo in Paris
228.79450243536482,ship.14,loaded 89 containers as cargo in Rotterdam
229.1445024353648,ship.14,Ship has loaded 7 batteries from Rotterdam
229.1445024353648,Rotterdam,Rotterdam has 19 batteries left.
229.8985646363708,ship.15,loaded 66 containers as cargo in Terneuzen
230.34856463637078,ship.15,Ship has loaded 9 batteries from Terneuzen
230.34856463637078,Terneuzen,Terneuzen has 95 batteries left.
230.57731993998217,ship.17,Ship has loaded 36 batteries from Paris
230.57731993998217,Paris,Paris has 80 batteries left.
231.35169280310376,ship.11,loaded 85 containers as cargo in Duisburg
232.25741429106216,ship.4,loaded 88 containers as cargo in Strasbourg
232.49288191350672,ship.2,loaded 83 containers as cargo in Rotterdam
232.70169280310375,ship.11,Ship has loaded 27 batteries from Duisburg
232.70169280310375,Duisburg,Duisburg has 67 batteries left.
233.29288191350673,ship.2,Ship has loaded 16 batteries from Rotterdam
233.29288191350673,Rotterdam,Rotterdam has 3 batteries left.
234.20741429106215,ship.4,Ship has loaded 39 batteries from Strasbourg
234.20741429106215,Strasbourg,Strasbourg has 80 batteries left.
234.32104514895275,ship.22,loaded 92 containers as cargo in Amsterdam
235.42104514895274,ship.22,Ship has loaded 22 batteries from Amsterdam
235.42104514895274,Amsterdam,Amsterdam has 60 batteries left.
236.39150945200066,ship.20,loaded 97 containers as cargo in Vlissingen
237.59150945200065,ship.20,Ship has loaded 24 batteries from Vlissingen
237.59150945200065,Vlissingen,Vlissingen has 77 batteries left.
240.33905302806392,ship.9,loaded 91 containers as cargo in Cologne
240.48905302806392,ship.9,Ship has loaded 3 batteries from Cologne
240.48905302806392,Cologne,Cologne has 104 batteries left.
242.68204605790623,Rotterdam,"Warning deactivated in Rotterdam, 49 batteries available"
244.14902607530973,ship.6,loaded 95 containers as cargo in Rotterdam
244.24902607530973,ship.6,Ship has loaded 2 batteries from Rotterdam
244.24902607530973,Rotterdam,Rotterdam has 47 batteries left.
245.12649050235066,ship.5,loaded 72 containers as cargo in Rotterdam
245.37649050235066,ship.5,Ship has loaded 5 batteries from Rotterdam
245.37649050235066,Rotterdam,Rotterdam has 42 batteries left.
246.27577052988306,ship.23,loaded 91 containers as cargo in Antwerp
246.92577052988307,ship.23,Ship has loaded 13 batteries from Antwerp
246.92577052988307,Antwerp,Antwerp has 27 batteries left.
247.84628530607065,ship.18,loaded 85 containers as cargo in Antwerp
247.99628530607066,ship.18,Ship has loaded 3 batteries from Antwerp
247.99628530607066,Antwerp,Antwerp has 24 batteries left.
247.99628530607066,Antwerp,"Warning activated in Antwerp, only 24 batteries left!"
249.83499494828692,Antwerp,"Warning deactivated in Antwerp, 37 batteries available"
250.02104514895274,ship.22,loaded 78 containers as cargo in Rotterdam
250.97104514895273,ship.22,Ship has loaded 19 batteries from Rotterdam
250.97104514895273,Rotterdam,Rotterdam has 45 batteries left.
252.4127727260647,ship.7,loaded 80 containers as cargo in Antwerp
253.0627727260647,ship.7,Ship has loaded 13 batteries from Antwerp
253.0627727260647,Antwerp,Antwerp has 24 batteries left.
253.0627727260647,Antwerp,"Warning activated in Antwerp, only 24 batteries left!"
254.18905302806394,ship.9,loaded 64 containers as cargo in Duisburg
254.53905302806393,ship.9,Ship has loaded 7 batteries from Duisburg
254.53905302806393,Duisburg,Duisburg has 63 batteries left.
256.9183594697704,ship.11,loaded 59 containers as cargo in Rotterdam
257.0873292063616,ship.24,loaded 85 containers as cargo in Rotterdam
257.1873292063616,ship.24,Ship has loaded 2 batteries from Rotterdam
257.1873292063616,Rotterdam,Rotterdam has 95 batteries left.
257.2683594697704,ship.11,Ship has loaded 7 batteries from Rotterdam
257.2683594697704,Rotterdam,Rotterdam has 88 batteries left.
258.3081761186673,ship.20,loaded 88 containers as cargo in Rotterdam
258.6581761186673,ship.20,Ship has loaded 7 batteries from Rotterdam
258.6581761186673,Rotterdam,Rotterdam has 81 batteries left.
260.36523130303743,ship.15,loaded 64 containers as cargo in Neuss
260.38194310436035,ship.0,loaded 80 containers as cargo in Rotterdam
260.8152313030374,ship.15,Ship has loaded 9 batteries from Neuss
260.8152313030374,Neuss,Neuss has 100 batteries left.
261.5319431043603,ship.0,Ship has loaded 23 batteries from Rotterdam
261.5319431043603,Rotterdam,Rotterdam has 62 batteries left.
262.759823835684,ship.5,loaded 56 containers as cargo in Sittard
263.009823835684,ship.5,Ship has loaded 5 batteries from Sittard
263.009823835684,Sittard,Sittard has 77 batteries left.
263.1865217248405,ship.16,loaded 82 containers as cargo in Mannheim
263.63652172484046,ship.16,Ship has loaded 9 batteries from Mannheim
263.63652172484046,Mannheim,Mannheim has 89 batteries left.
263.72961863940395,ship.18,loaded 80 containers as cargo in Rotterdam
264.079618639404,ship.18,Ship has loaded 7 batteries from Rotterdam
264.079618639404,Rotterdam,Rotterdam has 55 batteries left.
265.1978050409028,ship.25,loaded 60 containers as cargo in Amsterdam
265.2978050409028,ship.25,Ship has loaded 2 batteries from Amsterdam
265.2978050409028,Amsterdam,Amsterdam has 58 batteries left.
267.43488531308356,Antwerp,"Warning deactivated in Antwerp, 41 batteries available"
269.1071075353058,ship.8,loaded 69 containers as cargo in Antwerp
269.30710753530576,ship.8,Ship has loaded 4 batteries from Antwerp
269.30710753530576,Antwerp,Antwerp has 37 batteries left.
269.5433356784253,ship.21,loaded 64 containers as cargo in Duisburg
269.89333567842533,ship.21,Ship has loaded 7 batteries from Duisburg
269.89333567842533,Duisburg,Duisburg has 63 batteries left.
271.52098922435323,ship.26,loaded 63 containers as cargo in Rotterdam
271.6709892243532,ship.26,Ship has loaded 3 batteries from Rotterdam
271.6709892243532,Rotterdam,Rotterdam has 52 batteries left.
271.7409359656604,ship.19,loaded 77 containers as cargo in Strasbourg
272.6909359656604,ship.19,Ship has loaded 19 batteries from Strasbourg
272.6909359656604,Strasbourg,Strasbourg has 77 batteries left.
276.94780504090284,ship.25,loaded 71 containers as cargo in Rotterdam
277.29780504090286,ship.25,Ship has loaded 7 batteries from Rotterdam
277.29780504090286,Rotterdam,Rotterdam has 92 batteries left.
278.4057196947306,ship.9,loaded 93 containers as cargo in Rotterdam
278.46065327331553,ship.17,loaded 77 containers as cargo in Rotterdam
278.4810223465475,ship.10,loaded 88 containers as cargo in Delfzijl
278.6606532733155,ship.17,Ship has loaded 4 batteries from Rotterdam
278.6606532733155,Rotterdam,Rotterdam has 88 batteries left.
278.9810223465475,ship.10,Ship has loaded 10 batteries from Delfzijl
278.9810223465475,Delfzijl,Delfzijl has 97 batteries left.
279.1557196947306,ship.9,Ship has loaded 15 batteries from Rotterdam
279.1557196947306,Rotterdam,Rotterdam has 73 batteries left.
279.69315716901735,ship.5,loaded 58 containers as cargo in Rotterdam
279.9350261364371,ship.11,loaded 74 containers as cargo in Duisburg
280.02566537395074,ship.27,loaded 95 containers as cargo in Liege
280.0431571690174,ship.5,Ship has loaded 7 batteries from Rotterdam
280.0431571690174,Rotterdam,Rotterdam has 66 batteries left.
280.3350261364371,ship.11,Ship has loaded 8 batteries from Duisburg
280.3350261364371,Duisburg,Duisburg has 64 batteries left.
280.37566537395077,ship.27,Ship has loaded 7 batteries from Liege
280.37566537395077,Liege,Liege has 93 batteries left.
280.87621524684005,ship.2,loaded 66 containers as cargo in Paris
281.52621524684,ship.2,Ship has loaded 13 batteries from Paris
281.52621524684,Paris,Paris has 83 batteries left.
283.624842785334,ship.20,loaded 91 containers as cargo in Duisburg
283.97484278533403,ship.20,Ship has loaded 7 batteries from Duisburg
283.97484278533403,Duisburg,Duisburg has 57 batteries left.
284.5072920797784,ship.3,loaded 81 containers as cargo in Amsterdam
284.8072920797784,ship.3,Ship has loaded 6 batteries from Amsterdam
284.8072920797784,Amsterdam,Amsterdam has 58 batteries left.
285.8543225576865,ship.26,loaded 71 containers as cargo in Antwerp
286.00432255768646,ship.26,Ship has loaded 3 batteries from Antwerp
286.00432255768646,Antwerp,Antwerp has 37 batteries left.
286.8474553010933,ship.12,loaded 54 containers as cargo in Dordrecht
286.9974553010933,ship.12,Ship has loaded 3 batteries from Dordrecht
286.9974553010933,Dordrecht,Dordrecht has 98 batteries left.
287.9142970961669,ship.28,loaded 55 containers as cargo in Amsterdam
288.1642970961669,ship.28,Ship has loaded 5 batteries from Amsterdam
288.1642970961669,Amsterdam,Amsterdam has 53 batteries left.
291.3318979697041,ship.15,loaded 76 containers as cargo in Terneuzen
291.50741429106216,ship.4,loaded 67 containers as cargo in Rotterdam
291.6074142910622,ship.4,Ship has loaded 2 batteries from Rotterdam
291.6074142910622,Rotterdam,Rotterdam has 110 batteries left.
291.73189796970405,ship.15,Ship has loaded 8 batteries from Terneuzen
291.73189796970405,Terneuzen,Terneuzen has 96 batteries left.
291.9805060687342,ship.14,loaded 70 containers as cargo in Duisburg
292.3805060687342,ship.14,Ship has loaded 8 batteries from Duisburg
292.3805060687342,Duisburg,Duisburg has 63 batteries left.
292.810002345092,ship.21,loaded 74 containers as cargo in Rotterdam
293.16000234509204,ship.21,Ship has loaded 7 batteries from Rotterdam
293.16000234509204,Rotterdam,Rotterdam has 103 batteries left.
295.1031883915071,ship.16,loaded 69 containers as cargo in Duisburg
295.4031883915071,ship.16,Ship has loaded 6 batteries from Duisburg
295.4031883915071,Duisburg,Duisburg has 57 batteries left.
298.0259227563508,ship.8,loaded 51 containers as cargo in Sittard
298.3259227563508,ship.8,Ship has loaded 6 batteries from Sittard
298.3259227563508,Sittard,Sittard has 75 batteries left.
298.8639734875487,ship.29,loaded 94 containers as cargo in Rotterdam
298.91397348754873,ship.29,Ship has loaded 1 batteries from Rotterdam
298.91397348754873,Rotterdam,Rotterdam has 108 batteries left.
300.3713506660362,ship.17,loaded 50 containers as cargo in Vlissingen
300.5713506660362,ship.17,Ship has loaded 4 batteries from Vlissingen
300.5713506660362,Vlissingen,Vlissingen has 77 batteries left.
301.28765589101977,ship.26,loaded 85 containers as cargo in Rotterdam
301.3876558910198,ship.26,Ship has loaded 2 batteries from Rotterdam
301.3876558910198,Rotterdam,Rotterdam has 106 batteries left.
302.41447170756953,ship.25,loaded 63 containers as cargo in Neuss
302.8644717075695,ship.25,Ship has loaded 9 batteries from Neuss
302.8644717075695,Neuss,Neuss has 98 batteries left.
303.7769630865678,ship.23,loaded 57 containers as cargo in Paris
304.0565004579972,ship.1,loaded 61 containers as cargo in Ludwigshafen
304.8065004579972,ship.1,Ship has loaded 15 batteries from Ludwigshafen
304.8065004579972,Ludwigshafen,Ludwigshafen has 97 batteries left.
304.8769630865678,ship.23,Ship has loaded 22 batteries from Paris
304.8769630865678,Paris,Paris has 74 batteries left.
304.96016095624674,ship.6,loaded 77 containers as cargo in Moerdijk
305.06016095624676,ship.6,Ship has loaded 2 batteries from Moerdijk
305.06016095624676,Moerdijk,Moerdijk has 98 batteries left.
306.1423320406174,ship.27,loaded 88 containers as cargo in Amsterdam
306.19233204061743,ship.27,Ship has loaded 1 batteries from Amsterdam
306.19233204061743,Amsterdam,Amsterdam has 59 batteries left.
306.4406254131117,ship.3,loaded 83 containers as cargo in Sittard
306.6406254131117,ship.3,Ship has loaded 4 batteries from Sittard
306.6406254131117,Sittard,Sittard has 77 batteries left.
307.19150945200073,ship.20,loaded 53 containers as cargo in Rotterdam
308.04150945200075,ship.20,Ship has loaded 17 batteries from Rotterdam
308.04150945200075,Rotterdam,Rotterdam has 96 batteries left.
308.7895903286264,ShipGenerator,Finished generating all ships
309.56835946977037,ship.11,loaded 88 containers as cargo in Vlissingen
310.06835946977037,ship.11,Ship has loaded 10 batteries from Vlissingen
310.06835946977037,Vlissingen,Vlissingen has 75 batteries left.
311.9504464253455,ship.12,loaded 89 containers as cargo in Amsterdam
312.0504464253455,ship.12,Ship has loaded 2 batteries from Amsterdam
312.0504464253455,Amsterdam,Amsterdam has 60 batteries left.
312.0976890132141,ship.10,loaded 83 containers as cargo in Antwerp
312.2476890132141,ship.10,Ship has loaded 3 batteries from Antwerp
312.2476890132141,Antwerp,Antwerp has 44 batteries left.
316.35899870728406,ship.27,loaded 89 containers as cargo in Velsen
316.3768276229135,ship.6,loaded 90 containers as cargo in Rotterdam
316.4768276229135,ship.6,Ship has loaded 2 batteries from Rotterdam
316.4768276229135,Rotterdam,Rotterdam has 96 batteries left.
316.60899870728406,ship.27,Ship has loaded 5 batteries from Velsen
316.60899870728406,Velsen,Velsen has 100 batteries left.
317.7766690117587,ship.21,loaded 98 containers as cargo in Duisburg
318.12666901175874,ship.21,Ship has loaded 7 batteries from Duisburg
318.12666901175874,Duisburg,Duisburg has 65 batteries left.
321.1759227563508,ship.8,loaded 88 containers as cargo in Duisburg
321.23050606873414,ship.14,loaded 99 containers as cargo in Antwerp
321.43050606873413,ship.14,Ship has loaded 4 batteries from Antwerp
321.43050606873413,Antwerp,Antwerp has 48 batteries left.
321.5759227563508,ship.8,Ship has loaded 8 batteries from Duisburg
321.5759227563508,Duisburg,Duisburg has 57 batteries left.
324.40044642534554,ship.12,loaded 56 containers as cargo in Rotterdam
324.5504464253455,ship.12,Ship has loaded 3 batteries from Rotterdam
324.5504464253455,Rotterdam,Rotterdam has 96 batteries left.
327.03102234654733,ship.10,loaded 63 containers as cargo in Rotterdam
327.33102234654734,ship.10,Ship has loaded 6 batteries from Rotterdam
327.33102234654734,Rotterdam,Rotterdam has 111 batteries left.
327.82430813304495,ship.0,loaded 79 containers as cargo in Antwerp
